Clump_Name,cores,N_H2,n_H2,T_nh3, I_C18O ,err_ I_C18O ,vlsr_C18O,err_vlsr_C18O,sig_C18O,err_sig_C18O,N_C18O,err_N_C18O, I_DCOp ,err_ I_DCOp ,vlsr_DCOp,err_vlsr_DCOp,sig_DCOp,err_sig_DCOp,N_DCOp,err_N_DCOp, I_N2Dp ,err_ I_N2Dp ,vlsr_N2Dp,err_vlsr_N2Dp,sig_N2Dp,err_sig_N2Dp,N_N2Dp,err_N_N2Dp, I_H2CO ,err_ I_H2CO ,vlsr_H2CO,err_vlsr_H2CO,sig_H2CO,err_sig_H2CO,N_H2CO,err_N_H2CO, I_CH3OH ,err_ I_CH3OH ,vlsr_CH3OH,err_vlsr_CH3OH,sig_CH3OH,err_sig_CH3OH,N_CH3OH,err_N_CH3OH, I_smoothSiO ,err_ I_smoothSiO ,vlsr_smoothSiO,err_vlsr_smoothSiO,sig_smoothSiO,err_sig_smoothSiO,N_smoothSiO,err_N_smoothSiO, I_CCD ,err_ I_CCD ,vlsr_CCD,err_vlsr_CCD,sig_CCD,err_sig_CCD,N_CCD,err_N_CCD, I_DCN ,err_ I_DCN ,vlsr_DCN,err_vlsr_DCN,sig_DCN,err_sig_DCN,N_DCN,err_N_DCN, I_13CS,err_ I_13CS,vlsr_13CS,err_vlsr_13CS,sig_13CS,err_sig_13CS,N_13CS,err_N_13CS
,,cm^-2,cm^-3,K,K,K,km/s,km/s,km/s,km/s,cm^-2,cm^-2,K,K,km/s,km/s,km/s,km/s,cm^-2,cm^-2,K,K,km/s,km/s,km/s,km/s,cm^-2,cm^-2,K,K,km/s,km/s,km/s,km/s,cm^-2,cm^-2,K,K,K,K,km/s,km/s,cm^-2,cm^-2,K,K,km/s,km/s,km/s,km/s,cm^-2,cm^-2,K,K,km/s,km/s,km/s,km/s,cm^-2,cm^-2,K,K,km/s,km/s,km/s,km/s,cm^-2,cm^-2,K,K,km/s,km/s,km/s,km/s,cm^-2,cm^-2
,,1.00E+22,1.00E+06,,,,,,,,1.00E+14,1.00E+14,,,,,,,1.00E+11,1.00E+11,,,,,,,1.00E+11,1.00E+11,,,,,,,1.00E+13,1.00E+13,,,,,,,1.00E+13,1.00E+13,,,,,,,1.00E+12,1.00E+12,,,,,,,1.00E+12,1.00E+12,,,,,,,1.00E+12,,,,,,,,1.00E+12,1.00E+12
G341.03,11,3.49,1.65,10.2,0.16,0.03,-43.29,0.13,0.48,0.1,1.29,0.39,0.23,0.05,-43,0.04,0.13,0.03,0.63,0.22,-,-,-,-,-,-,-,-,0.14,0.02,-43.08,0.08,0.54,0.08,0.08,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,12,2.98,1.12,14.7,2.07,0.03,-43.17,0.01,0.51,0.01,15.59,0.83,0.25,0.02,-43.43,0.04,0.43,0.04,1.71,0.25,-,-,-,-,-,-,-,-,0.09,0.01,-43.03,0.09,0.55,0.09,0.05,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,13,3.42,3.76,14.1,1.78,0.03,-44.02,0.02,1,0.02,26.52,1.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,0.02,-43.37,0.11,0.81,0.11,0.11,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,14,2.38,1.16,12.3,0.8,0.02,-42.72,0.02,0.67,0.02,8.15,0.55,0.21,0.03,-42.51,0.06,0.35,0.06,1.29,0.28,0.26,0.03,-42.45,0.06,0.19,0.07,2.63,1.03,0.11,0.01,-42.67,0.14,0.98,0.14,0.11,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,15,4.15,3.78,12.3,1.28,0.03,-44,0.03,0.96,0.03,19.23,1.17,0.34,0.07,-43.06,0.03,0.13,0.04,0.8,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,16,4.39,3.23,11.4,2.14,0.03,-43.36,0.02,1.06,0.02,36.48,1.93,0.26,0.04,-43.57,0.05,0.31,0.05,1.51,0.34,0.2,0.02,-43.6,0.06,0.22,0.14,1.64,1.04,0.12,0.02,-43.7,0.1,0.43,0.08,0.05,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,17,3.25,2.64,13.7,1.03,0.03,-42.82,0.02,0.63,0.02,9.66,0.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.36,0.02,-42.43,0.04,0.8,0.04,0.29,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,18,2.69,2.65,13.2,2.39,0.1,-43.52,0.02,0.48,0.02,17.25,1.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,19,3,2.73,14,1.67,0.03,-42.43,0.01,0.49,0.01,12.17,0.7,0.32,0.05,-42.52,0.03,0.16,0.03,0.86,0.21,-,-,-,-,-,-,-,-,0.22,0.04,-42.3,0.09,0.33,0.07,0.07,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,20,3.43,3.05,13,1.24,0.04,-44.14,0.03,0.99,0.03,18.64,1.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,21,3.54,2.54,12.4,1.99,0.04,-43.41,0.01,0.57,0.01,17.51,1.02,0.28,0.04,-43.24,0.07,0.46,0.07,2.27,0.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,22,3.02,1.48,13.1,1.8,0.03,-43.38,0.01,0.5,0.01,13.65,0.76,0.22,0.03,-43.4,0.05,0.32,0.05,1.2,0.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,23,2.51,1.21,13.2,2.8,0.07,-43.51,0.02,0.69,0.02,28.66,1.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,24,5.72,4.23,8,0.6,0.03,-44.26,0.06,0.98,0.06,12.46,1.16,0.26,0.03,-42.94,0.09,0.77,0.09,6.1,0.94,-,-,-,-,-,-,-,-,0.2,0.03,-42.87,0.08,0.52,0.09,0.14,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,25,2.67,3.01,13.1,3.02,0.04,-43.64,0.01,0.6,0.01,27.21,1.41,0.4,0.05,-43.49,0.03,0.24,0.03,1.63,0.3,-,-,-,-,-,-,-,-,0.2,0.04,-43.58,0.07,0.38,0.09,0.08,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,26,1.86,0.98,13.2,2.64,0.05,-43.25,0.01,0.55,0.01,21.34,1.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,27,3.13,1.37,9.9,1.5,0.04,-43.28,0.03,1,0.03,25.92,1.57,0.3,0.05,-43.45,0.05,0.22,0.05,1.47,0.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,28,1.53,0.51,14.7,1.43,0.04,-43.92,0.03,0.84,0.03,17.26,1.09,0.38,0.07,-43.16,0.03,0.16,0.03,0.95,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,29,1.75,0.64,13.2,0.99,0.04,-43.51,0.05,1.07,0.05,15.55,1.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,30,1.08,0.39,14.7,0.86,0.02,-43.41,0.02,0.8,0.02,9.77,0.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,31,1.55,1.15,12.5,1.03,0.07,-45.2,0.05,0.68,0.05,10.54,1.16,0.24,0.06,-42.89,0.03,0.13,0.04,0.53,0.2,-,-,-,-,-,-,-,-,0.09,0.01,-46.14,0.18,1.01,0.18,0.09,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,32,1.49,1.14,12.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,33,1.45,0.87,13.1,0.8,0.03,-43.68,0.07,1.75,0.07,20.65,1.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07,0.01,-44.76,0.33,2.03,0.33,0.13,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,34,1.08,0.8,14.8,1.58,0.03,-43,0.02,0.95,0.02,21.37,1.26,0.34,0.04,-42.56,0.04,0.25,0.04,1.34,0.27,-,-,-,-,-,-,-,-,0.24,0.02,-42.33,0.05,0.54,0.05,0.13,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G341.03,35,1.08,0.43,13.2,0.78,0.04,-42.32,0.02,0.45,0.03,5.17,0.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,1,7.67,6.6,16.1,0.77,0.02,-28.79,0.02,0.89,0.02,11.72,0.67,0.44,0.02,-28.85,0.02,0.36,0.02,2.41,0.19,0.23,0.02,-28.79,0.04,0.18,0.05,1.7,0.49,1.55,0.02,-28.69,0.03,1.82,0.03,2.88,0.43,0.65,0.02,-28.73,0.05,1.76,0.05,3.58,0.55,0.21,0.01,-28.9,0.16,4.07,0.16,3.2,0.23,-,-,-,-,-,-,-,-,0.07,0.01,-29.24,0.16,1.54,0.16,0.55,0.08,-,-,-,-,-,-,-,-
G343.48,2,4.74,5.12,15.3,0.84,0.04,-29.17,0.04,0.82,0.04,11.12,0.95,0.35,0.07,-28.74,0.02,0.12,0.03,0.62,0.2,-,-,-,-,-,-,-,-,0.85,0.01,-29.93,0.02,1.19,0.02,1.03,0.15,0.3,0.01,-29.76,0.06,1.13,0.06,1.13,0.19,0.11,0.02,-28.77,0.1,0.53,0.1,0.23,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,3,4.42,3.39,12.1,0.28,0.02,-28.42,0.05,0.56,0.05,2.55,0.33,0.32,0.04,-28.4,0.03,0.2,0.03,1.15,0.21,0.22,0.02,-28.47,0.06,0.32,0.17,2.17,1.15,0.26,0.01,-28.22,0.05,0.94,0.05,0.25,0.04,-,-,-,-,-,-,-,-,0.1,0.01,-28.72,0.15,0.94,0.15,0.49,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,4,2.38,1.87,12,-,-,-,-,-,-,-,-,0.11,0.02,-28.39,0.09,0.59,0.09,1.21,0.26,0.23,0.02,-28.25,0.06,0.22,0.08,2.63,1.05,0.15,0.01,-28.77,0.07,0.69,0.07,0.11,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,5,3.44,4.34,9.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,6,2.7,2.3,12.5,0.47,0.03,-28.71,0.04,0.49,0.03,3.57,0.37,0.77,0.04,-28.59,0.01,0.23,0.01,3.08,0.29,0.52,0.05,-28.62,0.03,0.19,0.06,3.55,1.09,0.33,0.02,-28.52,0.04,0.61,0.03,0.21,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,7,2.29,3.23,11.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.02,-28.58,0.09,0.92,0.09,0.29,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,8,3.21,1.61,10.7,0.82,0.02,-28.47,0.02,0.64,0.02,8.78,0.58,0.94,0.04,-28.46,0.01,0.22,0.01,4.08,0.36,0.55,0.05,-28.57,0.02,0.15,0.03,4.78,1.04,0.19,0.02,-28.44,0.06,0.47,0.04,0.1,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,9,1.68,2.73,17.5,0.59,0.03,-28.6,0.08,1.27,0.08,11.09,1.07,0.52,0.05,-29.04,0.03,0.25,0.03,1.9,0.29,-,-,-,-,-,-,-,-,0.51,0.02,-29.95,0.04,1.16,0.04,0.62,0.1,0.18,0.02,-29.88,0.09,0.83,0.09,0.42,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,10,1.19,1.61,19.6,0.86,0.03,-28.7,0.03,0.61,0.03,7.72,0.59,0.65,0.04,-28.42,0.02,0.3,0.02,2.88,0.31,-,-,-,-,-,-,-,-,0.64,0.01,-27.32,0.03,1.46,0.03,1.01,0.15,0.29,0.01,-27.1,0.07,1.24,0.07,0.91,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,11,1.46,2.19,13.5,0.36,0.03,-28.11,0.08,0.68,0.07,3.63,0.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,12,2.96,1.66,9,0.22,0.04,-27.72,0.08,0.5,0.1,2.06,0.56,0.19,0.02,-28.68,0.08,0.57,0.08,2.79,0.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,13,1.95,1.91,11.8,0.7,0.07,-28.35,0.04,0.48,0.06,5.24,0.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,14,4.38,3.9,7.6,-,-,-,-,-,-,-,-,0.58,0.09,-28.37,0.04,0.19,0.04,3.76,0.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,15,3.68,3.16,8.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,16,1.72,1.27,11.8,0.88,0.04,-28.19,0.03,0.62,0.03,8.59,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,17,1.08,0.82,14.8,-,-,-,-,-,-,-,-,0.36,0.05,-28.94,0.03,0.21,0.03,1.21,0.26,-,-,-,-,-,-,-,-,0.1,0.01,-26.56,0.22,1.5,0.22,0.15,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,18,1.61,0.54,11.8,-,-,-,-,-,-,-,-,0.27,0.06,-28.51,0.04,0.12,0.03,0.57,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,19,1.5,1.15,12.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.01,-27.17,0.14,3.09,0.14,0.63,0.1,0.1,0.01,-27,0.27,2.83,0.27,1.47,0.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,20,2.02,1.67,10,0.43,0.04,-28.17,0.05,0.49,0.05,3.63,0.55,0.47,0.06,-28.2,0.03,0.18,0.03,1.8,0.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,21,2.37,1.56,8.8,0.68,0.03,-28.11,0.03,0.63,0.03,8.14,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,22,1.2,0.6,13.3,-,-,-,-,-,-,-,-,0.37,0.09,-28.76,0.02,0.1,0.03,0.61,0.23,-,-,-,-,-,-,-,-,0.12,0.01,-25.03,0.11,0.94,0.11,0.12,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,23,1.04,1.33,13.1,-,-,-,-,-,-,-,-,0.38,0.06,-28.62,0.02,0.13,0.02,0.85,0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,24,1.43,0.57,11.4,-,-,-,-,-,-,-,-,0.23,0.04,-28.93,0.04,0.19,0.04,0.83,0.24,0.17,0.02,-28.89,0.07,0.22,0.15,1.32,0.91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,25,0.86,0.49,14.8,0.18,0.02,-28.25,0.15,0.92,0.15,2.33,0.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.32,0.01,-26.38,0.06,1.43,0.06,0.47,0.07,0.2,0.01,-26.22,0.09,1.16,0.09,0.82,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,26,0.48,0.55,22.8,1,0.03,-28.84,0.02,0.6,0.02,8.88,0.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,0.02,-29.55,0.11,0.56,0.11,0.09,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,27,0.88,0.7,14.2,0.46,0.03,-28.73,0.04,0.4,0.02,2.67,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.07,0.01,-28.57,0.37,2.13,0.37,0.14,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,28,0.78,0.62,16.2,0.81,0.03,-28.4,0.02,0.52,0.02,6.06,0.47,0.33,0.05,-28.38,0.03,0.16,0.03,0.8,0.2,-,-,-,-,-,-,-,-,0.36,0.01,-27.18,0.05,1.4,0.05,0.51,0.08,0.1,0.01,-27.44,0.2,1.23,0.2,0.38,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G343.48,29,1.05,0.62,12,0.11,0.02,-26.2,0.17,0.88,0.17,1.52,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,0.01,-27.18,0.13,1.78,0.13,0.27,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
